date;heure;PA04C;A1;AUT;AUB;BASCH;PA01H
;;mg/m3;mg/m3;mg/m3;mg/m3;mg/m3;mg/m3
01/03/2017;1;n/d;0;0;0;0;n/d
01/03/2017;2;n/d;0;0;0;0;n/d
01/03/2017;3;n/d;0;0;0;0;n/d
01/03/2017;4;n/d;0;0;0;0;n/d
01/03/2017;5;n/d;0;0;0;0;n/d
01/03/2017;6;n/d;0;0;0;0;n/d
01/03/2017;7;n/d;0;0;0;0;n/d
01/03/2017;8;n/d;1;1;0;1;n/d
01/03/2017;9;n/d;1;1;0;1;n/d
01/03/2017;10;n/d;0;0;0;1;n/d
01/03/2017;11;n/d;0;0;0;0;n/d
01/03/2017;12;n/d;0;0;0;0;n/d
01/03/2017;13;n/d;0;0;0;0;n/d
01/03/2017;14;0;0;0;0;1;n/d
01/03/2017;15;0;0;0;0;1;n/d
01/03/2017;16;0;0;0;0;0;n/d
01/03/2017;17;n/d;1;0;0;0;n/d
01/03/2017;18;0;1;1;0;1;n/d
01/03/2017;19;0;1;1;0;1;n/d
01/03/2017;20;0;1;1;0;1;n/d
01/03/2017;21;0;0;0;0;0;n/d
01/03/2017;22;0;0;0;0;0;n/d
01/03/2017;23;0;0;0;0;0;n/d
01/03/2017;24;0;0;0;0;0;n/d
02/03/2017;1;n/d;0;0;0;0;n/d
02/03/2017;2;0;0;0;0;0;n/d
02/03/2017;3;0;0;0;0;0;n/d
02/03/2017;4;0;0;0;0;0;n/d
02/03/2017;5;n/d;0;0;0;0;n/d
02/03/2017;6;n/d;0;0;0;0;n/d
02/03/2017;7;n/d;1;1;0;0;n/d
02/03/2017;8;n/d;1;1;0;0;n/d
02/03/2017;9;0;1;1;0;0;n/d
02/03/2017;10;0;0;0;0;0;n/d
02/03/2017;11;0;0;0;0;0;n/d
02/03/2017;12;0;0;0;0;0;n/d
02/03/2017;13;n/d;0;0;0;0;n/d
02/03/2017;14;n/d;0;1;0;0;n/d
02/03/2017;15;n/d;0;1;0;0;n/d
02/03/2017;16;n/d;1;1;0;0;n/d
02/03/2017;17;n/d;1;1;0;1;n/d
02/03/2017;18;n/d;1;1;0;1;n/d
02/03/2017;19;n/d;1;1;0;1;n/d
02/03/2017;20;n/d;0;1;0;1;n/d
02/03/2017;21;n/d;0;1;0;1;n/d
02/03/2017;22;n/d;0;0;0;1;n/d
02/03/2017;23;n/d;1;0;0;1;n/d
02/03/2017;24;n/d;1;0;0;1;n/d
03/03/2017;1;0;0;0;0;0;n/d
03/03/2017;2;0;0;0;0;0;n/d
03/03/2017;3;0;0;0;0;0;n/d
03/03/2017;4;0;0;0;0;0;n/d
03/03/2017;5;0;0;0;0;0;n/d
03/03/2017;6;0;0;0;0;0;n/d
03/03/2017;7;0;0;0;0;1;n/d
03/03/2017;8;0;1;1;0;1;n/d
03/03/2017;9;0;1;1;0;1;n/d
03/03/2017;10;0;0;0;0;1;n/d
03/03/2017;11;0;1;0;0;1;n/d
03/03/2017;12;0;1;0;0;1;n/d
03/03/2017;13;0;1;0;0;1;n/d
03/03/2017;14;0;1;0;0;1;n/d
03/03/2017;15;0;1;0;0;1;n/d
03/03/2017;16;0;1;0;0;1;n/d
03/03/2017;17;0;1;1;0;1;n/d
03/03/2017;18;1;1;1;0;1;n/d
03/03/2017;19;1;1;1;0;1;n/d
03/03/2017;20;1;1;1;0;1;n/d
03/03/2017;21;1;1;1;0;1;n/d
03/03/2017;22;0;1;0;0;1;n/d
03/03/2017;23;0;0;0;0;1;n/d
03/03/2017;24;0;0;0;0;1;n/d
04/03/2017;1;0;0;0;0;0;n/d
04/03/2017;2;0;0;0;0;0;n/d
04/03/2017;3;0;0;0;0;0;n/d
04/03/2017;4;0;0;0;0;0;n/d
04/03/2017;5;0;0;0;0;0;n/d
04/03/2017;6;0;0;0;0;0;n/d
04/03/2017;7;0;0;0;0;0;n/d
04/03/2017;8;0;0;0;0;0;n/d
04/03/2017;9;0;0;1;0;1;n/d
04/03/2017;10;0;0;1;0;1;n/d
04/03/2017;11;0;0;1;0;0;n/d
04/03/2017;12;0;0;1;0;1;n/d
04/03/2017;13;0;0;1;0;1;n/d
04/03/2017;14;1;0;1;0;0;n/d
04/03/2017;15;0;0;1;0;1;n/d
04/03/2017;16;0;1;1;0;1;n/d
04/03/2017;17;0;0;1;0;0;n/d
04/03/2017;18;0;0;1;1;1;n/d
04/03/2017;19;0;0;1;0;1;n/d
04/03/2017;20;0;0;1;0;1;n/d
04/03/2017;21;0;0;0;0;0;n/d
04/03/2017;22;0;0;0;0;0;n/d
04/03/2017;23;0;0;0;0;0;n/d
04/03/2017;24;0;0;0;0;0;n/d
05/03/2017;1;0;0;0;0;0;n/d
05/03/2017;2;0;0;0;0;0;n/d
05/03/2017;3;0;0;0;0;0;n/d
05/03/2017;4;0;0;0;0;0;n/d
05/03/2017;5;0;0;0;0;0;n/d
05/03/2017;6;0;0;0;0;0;n/d
05/03/2017;7;0;0;0;0;0;n/d
05/03/2017;8;0;0;0;0;0;n/d
05/03/2017;9;0;0;0;0;0;n/d
05/03/2017;10;0;0;0;0;0;n/d
05/03/2017;11;0;0;0;0;0;n/d
05/03/2017;12;0;0;0;0;0;n/d
05/03/2017;13;0;0;0;0;0;n/d
05/03/2017;14;0;0;0;0;0;n/d
05/03/2017;15;0;0;0;0;0;n/d
05/03/2017;16;0;0;0;0;0;n/d
05/03/2017;17;0;0;0;0;0;n/d
05/03/2017;18;0;0;0;0;0;n/d
05/03/2017;19;0;0;0;0;0;n/d
05/03/2017;20;n/d;0;0;0;0;n/d
05/03/2017;21;n/d;0;0;0;0;n/d
05/03/2017;22;n/d;0;0;0;0;n/d
05/03/2017;23;n/d;0;0;0;0;n/d
05/03/2017;24;n/d;0;0;0;0;n/d
06/03/2017;1;0;0;0;0;0;n/d
06/03/2017;2;0;0;0;0;0;n/d
06/03/2017;3;0;0;0;0;0;n/d
06/03/2017;4;0;0;0;0;0;n/d
06/03/2017;5;0;0;0;0;0;n/d
06/03/2017;6;0;0;0;0;0;n/d
06/03/2017;7;0;0;1;0;1;n/d
06/03/2017;8;0;1;1;0;1;n/d
06/03/2017;9;0;0;1;0;1;n/d
06/03/2017;10;0;0;0;0;0;n/d
06/03/2017;11;0;0;n/d;0;0;n/d
06/03/2017;12;0;0;n/d;0;0;n/d
06/03/2017;13;0;0;n/d;0;0;n/d
06/03/2017;14;0;0;0;0;1;n/d
06/03/2017;15;0;0;0;0;0;n/d
06/03/2017;16;0;0;0;0;1;n/d
06/03/2017;17;0;1;1;0;1;n/d
06/03/2017;18;0;1;1;0;1;n/d
06/03/2017;19;0;1;1;0;1;n/d
06/03/2017;20;0;0;1;0;0;n/d
06/03/2017;21;0;0;0;0;0;n/d
06/03/2017;22;0;0;0;0;0;n/d
06/03/2017;23;0;0;0;0;0;n/d
06/03/2017;24;0;0;0;0;0;n/d
07/03/2017;1;0;0;0;0;0;n/d
07/03/2017;2;0;0;0;0;0;n/d
07/03/2017;3;0;0;0;0;0;n/d
07/03/2017;4;0;0;0;0;0;n/d
07/03/2017;5;0;0;0;0;0;n/d
07/03/2017;6;0;0;0;0;0;n/d
07/03/2017;7;0;1;0;0;0;n/d
07/03/2017;8;n/d;1;1;0;1;n/d
07/03/2017;9;0;1;1;0;1;n/d
07/03/2017;10;0;0;0;0;1;n/d
07/03/2017;11;n/d;0;0;0;0;n/d
07/03/2017;12;n/d;1;0;0;1;n/d
07/03/2017;13;n/d;1;0;0;1;n/d
07/03/2017;14;0;0;0;n/d;1;n/d
07/03/2017;15;0;1;0;0;1;n/d
07/03/2017;16;0;1;1;0;1;n/d
07/03/2017;17;0;1;1;0;1;n/d
07/03/2017;18;0;1;1;0;1;n/d
07/03/2017;19;0;1;1;0;1;n/d
07/03/2017;20;1;1;1;0;1;n/d
07/03/2017;21;1;1;1;0;1;n/d
07/03/2017;22;1;1;1;0;1;n/d
07/03/2017;23;1;0;0;0;1;n/d
07/03/2017;24;0;1;0;1;0;n/d
08/03/2017;1;0;0;0;0;0;n/d
08/03/2017;2;0;0;0;0;0;n/d
08/03/2017;3;0;0;0;0;0;n/d
08/03/2017;4;0;0;0;0;0;n/d
08/03/2017;5;0;0;0;0;0;n/d
08/03/2017;6;0;0;0;0;0;n/d
08/03/2017;7;0;0;1;0;1;n/d
08/03/2017;8;0;1;1;0;1;n/d
08/03/2017;9;0;1;1;0;1;n/d
08/03/2017;10;0;1;1;0;0;n/d
08/03/2017;11;0;1;0;0;1;n/d
08/03/2017;12;0;0;0;0;1;n/d
08/03/2017;13;0;1;0;0;1;n/d
08/03/2017;14;0;1;1;0;1;n/d
08/03/2017;15;0;n/d;1;0;1;n/d
08/03/2017;16;0;1;1;0;1;n/d
08/03/2017;17;0;1;1;0;1;n/d
08/03/2017;18;0;1;1;0;1;n/d
08/03/2017;19;0;1;1;0;1;n/d
08/03/2017;20;0;0;1;0;1;n/d
08/03/2017;21;0;0;0;0;1;n/d
08/03/2017;22;0;0;0;0;1;n/d
08/03/2017;23;0;0;0;0;1;n/d
08/03/2017;24;0;0;0;0;1;n/d
09/03/2017;1;0;0;0;0;0;n/d
09/03/2017;2;0;0;0;0;0;n/d
09/03/2017;3;0;0;0;0;0;n/d
09/03/2017;4;0;0;0;0;0;n/d
09/03/2017;5;0;0;0;0;0;n/d
09/03/2017;6;0;0;0;0;0;n/d
09/03/2017;7;0;1;0;0;0;n/d
09/03/2017;8;0;1;1;0;1;n/d
09/03/2017;9;0;1;1;0;1;n/d
09/03/2017;10;0;1;0;0;0;n/d
09/03/2017;11;0;1;0;0;0;n/d
09/03/2017;12;0;1;0;0;0;n/d
09/03/2017;13;0;1;0;0;0;n/d
09/03/2017;14;0;1;0;0;0;n/d
09/03/2017;15;0;1;0;0;1;n/d
09/03/2017;16;0;1;0;0;1;n/d
09/03/2017;17;0;1;1;0;1;n/d
09/03/2017;18;0;1;1;0;1;n/d
09/03/2017;19;0;1;1;0;1;n/d
09/03/2017;20;0;0;1;0;1;n/d
09/03/2017;21;0;0;0;0;1;n/d
09/03/2017;22;0;0;1;0;1;n/d
09/03/2017;23;0;0;1;0;1;n/d
09/03/2017;24;0;1;0;0;1;n/d
10/03/2017;1;0;0;0;0;0;n/d
10/03/2017;2;0;0;0;0;0;n/d
10/03/2017;3;0;0;0;0;0;n/d
10/03/2017;4;0;0;0;0;0;n/d
10/03/2017;5;0;0;0;0;0;n/d
10/03/2017;6;0;0;0;0;0;n/d
10/03/2017;7;0;0;0;0;0;n/d
10/03/2017;8;0;0;0;0;1;n/d
10/03/2017;9;0;0;1;0;1;n/d
10/03/2017;10;0;0;0;0;1;n/d
10/03/2017;11;0;0;0;0;1;n/d
10/03/2017;12;0;0;0;0;1;n/d
10/03/2017;13;0;0;0;0;1;n/d
10/03/2017;14;0;0;0;0;1;n/d
10/03/2017;15;0;0;0;0;1;n/d
10/03/2017;16;0;0;0;0;1;n/d
10/03/2017;17;0;0;1;0;1;n/d
10/03/2017;18;0;1;1;0;1;n/d
10/03/2017;19;0;1;1;1;1;n/d
10/03/2017;20;1;1;1;1;1;n/d
10/03/2017;21;1;1;1;1;1;n/d
10/03/2017;22;1;1;1;1;1;n/d
10/03/2017;23;0;1;1;1;1;n/d
10/03/2017;24;0;1;1;1;1;n/d
11/03/2017;1;0;1;1;1;1;n/d
11/03/2017;2;0;0;1;1;0;n/d
11/03/2017;3;0;0;1;1;0;n/d
11/03/2017;4;0;0;1;1;0;n/d
11/03/2017;5;0;0;1;0;0;n/d
11/03/2017;6;0;0;1;0;0;n/d
11/03/2017;7;0;0;1;1;0;n/d
11/03/2017;8;0;0;1;1;1;n/d
11/03/2017;9;0;0;0;0;1;n/d
11/03/2017;10;0;0;0;0;1;n/d
11/03/2017;11;0;0;1;0;1;n/d
11/03/2017;12;0;0;1;0;0;n/d
11/03/2017;13;0;0;1;0;1;n/d
11/03/2017;14;0;0;0;0;1;n/d
11/03/2017;15;0;0;1;0;0;n/d
11/03/2017;16;0;0;1;0;1;n/d
11/03/2017;17;0;0;1;0;1;n/d
11/03/2017;18;0;0;1;0;1;n/d
11/03/2017;19;0;0;1;0;1;n/d
11/03/2017;20;0;1;0;0;1;n/d
11/03/2017;21;0;1;0;1;1;n/d
11/03/2017;22;0;1;0;1;1;n/d
11/03/2017;23;1;1;1;0;1;n/d
11/03/2017;24;1;1;1;0;1;n/d
12/03/2017;1;1;1;1;0;1;n/d
12/03/2017;2;1;1;1;0;1;n/d
12/03/2017;3;0;0;1;0;0;n/d
12/03/2017;4;0;0;1;0;0;n/d
12/03/2017;5;0;0;1;0;0;n/d
12/03/2017;6;0;0;1;0;0;n/d
12/03/2017;7;1;0;1;0;0;n/d
12/03/2017;8;0;0;1;0;1;n/d
12/03/2017;9;0;0;1;0;1;n/d
12/03/2017;10;1;0;1;0;1;n/d
12/03/2017;11;1;0;1;0;1;n/d
12/03/2017;12;0;1;1;0;1;n/d
12/03/2017;13;0;0;1;0;0;n/d
12/03/2017;14;0;0;0;0;0;n/d
12/03/2017;15;0;0;0;0;1;n/d
12/03/2017;16;0;0;1;0;1;n/d
12/03/2017;17;0;0;1;0;1;n/d
12/03/2017;18;0;0;1;0;1;n/d
12/03/2017;19;0;0;1;0;1;n/d
12/03/2017;20;0;0;1;0;1;n/d
12/03/2017;21;0;0;0;0;1;n/d
12/03/2017;22;0;0;0;0;0;n/d
12/03/2017;23;0;0;0;0;0;n/d
12/03/2017;24;0;0;0;0;0;n/d
13/03/2017;1;0;0;0;0;0;n/d
13/03/2017;2;0;0;0;0;0;n/d
13/03/2017;3;0;0;0;0;0;n/d
13/03/2017;4;0;0;0;0;0;n/d
13/03/2017;5;0;0;0;0;0;n/d
13/03/2017;6;0;1;1;0;0;n/d
13/03/2017;7;0;1;1;0;1;n/d
13/03/2017;8;0;1;1;0;1;n/d
13/03/2017;9;0;1;1;0;1;n/d
13/03/2017;10;0;0;0;0;1;n/d
13/03/2017;11;0;0;0;0;0;n/d
13/03/2017;12;0;0;0;0;0;n/d
13/03/2017;13;0;0;1;0;0;n/d
13/03/2017;14;0;0;0;0;0;n/d
13/03/2017;15;0;0;1;0;0;n/d
13/03/2017;16;0;0;1;0;1;n/d
13/03/2017;17;0;0;1;0;1;n/d
13/03/2017;18;0;0;1;0;1;n/d
13/03/2017;19;0;0;1;0;1;n/d
13/03/2017;20;0;0;1;0;1;n/d
13/03/2017;21;0;0;1;0;1;n/d
13/03/2017;22;0;0;1;0;1;n/d
13/03/2017;23;0;0;1;0;1;n/d
13/03/2017;24;0;0;0;0;0;n/d
14/03/2017;1;0;0;0;0;0;n/d
14/03/2017;2;0;0;0;0;0;n/d
14/03/2017;3;0;0;0;0;0;n/d
14/03/2017;4;0;0;0;0;0;n/d
14/03/2017;5;0;0;0;0;0;n/d
14/03/2017;6;0;1;1;0;0;n/d
14/03/2017;7;0;1;1;0;1;n/d
14/03/2017;8;0;1;1;0;1;n/d
14/03/2017;9;0;1;1;0;1;n/d
14/03/2017;10;0;1;1;0;0;n/d
14/03/2017;11;0;1;0;0;0;n/d
14/03/2017;12;0;1;0;0;0;n/d
14/03/2017;13;0;0;0;0;0;n/d
14/03/2017;14;0;0;1;0;0;n/d
14/03/2017;15;0;0;1;0;1;n/d
14/03/2017;16;0;0;1;0;1;n/d
14/03/2017;17;0;1;1;0;1;n/d
14/03/2017;18;0;0;1;0;1;n/d
14/03/2017;19;0;0;1;0;1;n/d
14/03/2017;20;0;0;1;0;1;n/d
14/03/2017;21;0;0;1;0;1;n/d
14/03/2017;22;0;0;0;0;1;n/d
14/03/2017;23;0;0;0;0;0;n/d
14/03/2017;24;0;0;0;0;0;n/d
15/03/2017;1;0;0;0;0;0;n/d
15/03/2017;2;0;0;0;0;0;n/d
15/03/2017;3;0;0;0;0;0;n/d
15/03/2017;4;0;0;0;0;0;n/d
15/03/2017;5;0;0;0;0;0;n/d
15/03/2017;6;0;0;0;0;0;n/d
15/03/2017;7;0;0;0;0;1;n/d
15/03/2017;8;0;0;1;0;1;n/d
15/03/2017;9;0;0;1;0;1;n/d
15/03/2017;10;0;0;1;0;1;n/d
15/03/2017;11;0;0;1;0;0;n/d
15/03/2017;12;0;0;1;0;1;n/d
15/03/2017;13;0;0;1;0;0;n/d
15/03/2017;14;0;0;1;0;0;n/d
15/03/2017;15;0;0;1;0;1;n/d
15/03/2017;16;0;0;1;0;1;n/d
15/03/2017;17;0;0;1;0;1;n/d
15/03/2017;18;0;1;1;0;1;n/d
15/03/2017;19;0;1;1;0;1;n/d
15/03/2017;20;1;1;1;0;1;n/d
15/03/2017;21;1;1;1;1;1;n/d
15/03/2017;22;1;1;1;1;1;n/d
15/03/2017;23;1;1;1;1;1;n/d
15/03/2017;24;1;1;1;1;1;n/d
16/03/2017;1;1;0;1;0;1;n/d
16/03/2017;2;1;1;1;0;1;n/d
16/03/2017;3;1;0;0;0;1;n/d
16/03/2017;4;0;0;0;0;0;n/d
16/03/2017;5;0;0;0;0;0;n/d
16/03/2017;6;0;0;1;0;1;n/d
16/03/2017;7;1;1;1;0;1;n/d
16/03/2017;8;1;1;2;0;1;n/d
16/03/2017;9;1;1;1;0;1;n/d
16/03/2017;10;1;1;1;n/d;1;n/d
16/03/2017;11;0;1;0;0;1;n/d
16/03/2017;12;0;0;0;0;1;n/d
16/03/2017;13;0;0;0;0;0;n/d
16/03/2017;14;0;0;0;0;1;n/d
16/03/2017;15;0;0;0;0;1;n/d
16/03/2017;16;0;0;0;0;1;n/d
16/03/2017;17;0;1;1;0;1;n/d
16/03/2017;18;0;1;1;0;1;n/d
16/03/2017;19;1;1;2;1;2;n/d
16/03/2017;20;1;1;1;1;1;n/d
16/03/2017;21;1;1;1;1;1;n/d
16/03/2017;22;1;1;1;1;1;n/d
16/03/2017;23;1;1;1;1;1;n/d
16/03/2017;24;1;1;1;0;1;n/d
17/03/2017;1;0;0;0;0;0;n/d
17/03/2017;2;0;0;0;0;0;n/d
17/03/2017;3;0;0;0;0;0;n/d
17/03/2017;4;0;0;0;0;0;n/d
17/03/2017;5;0;0;0;0;0;n/d
17/03/2017;6;0;0;0;0;0;n/d
17/03/2017;7;0;0;1;0;0;n/d
17/03/2017;8;0;1;1;0;1;n/d
17/03/2017;9;0;1;1;0;1;n/d
17/03/2017;10;0;0;0;0;1;n/d
17/03/2017;11;0;0;0;0;1;n/d
17/03/2017;12;0;1;0;0;1;n/d
17/03/2017;13;0;0;0;0;0;n/d
17/03/2017;14;0;0;0;0;1;n/d
17/03/2017;15;0;0;0;0;1;n/d
17/03/2017;16;0;0;0;0;0;n/d
17/03/2017;17;0;1;1;0;1;n/d
17/03/2017;18;0;1;1;0;1;n/d
17/03/2017;19;0;0;1;0;1;n/d
17/03/2017;20;0;1;1;0;1;n/d
17/03/2017;21;0;1;1;0;0;n/d
17/03/2017;22;0;1;0;0;0;n/d
17/03/2017;23;0;0;0;0;0;n/d
17/03/2017;24;0;0;0;0;0;n/d
18/03/2017;1;0;0;0;0;0;n/d
18/03/2017;2;0;0;0;0;0;n/d
18/03/2017;3;0;0;0;0;0;n/d
18/03/2017;4;0;0;0;0;0;n/d
18/03/2017;5;0;0;0;0;0;n/d
18/03/2017;6;0;0;0;0;0;n/d
18/03/2017;7;0;0;0;0;0;n/d
18/03/2017;8;0;0;0;0;0;n/d
18/03/2017;9;0;0;0;0;0;n/d
18/03/2017;10;0;0;0;0;0;n/d
18/03/2017;11;0;0;0;0;0;n/d
18/03/2017;12;0;1;0;0;0;n/d
18/03/2017;13;0;1;0;0;0;n/d
18/03/2017;14;0;1;0;0;0;n/d
18/03/2017;15;0;1;0;0;0;n/d
18/03/2017;16;0;1;0;0;0;n/d
18/03/2017;17;0;1;0;0;0;n/d
18/03/2017;18;0;1;0;0;0;n/d
18/03/2017;19;0;1;0;0;0;n/d
18/03/2017;20;0;1;0;0;0;n/d
18/03/2017;21;0;1;0;0;0;n/d
18/03/2017;22;0;0;0;0;0;n/d
18/03/2017;23;0;0;0;0;0;n/d
18/03/2017;24;0;0;0;0;0;n/d
19/03/2017;1;0;0;0;0;0;n/d
19/03/2017;2;0;0;0;0;0;n/d
19/03/2017;3;0;0;0;0;0;n/d
19/03/2017;4;0;0;0;0;0;n/d
19/03/2017;5;0;0;0;0;0;n/d
19/03/2017;6;0;0;0;0;0;n/d
19/03/2017;7;0;0;0;0;0;n/d
19/03/2017;8;0;0;0;0;0;n/d
19/03/2017;9;0;0;0;0;0;n/d
19/03/2017;10;0;0;0;0;0;n/d
19/03/2017;11;0;0;0;0;0;n/d
19/03/2017;12;0;0;0;0;0;n/d
19/03/2017;13;0;0;0;0;0;n/d
19/03/2017;14;0;0;0;0;0;n/d
19/03/2017;15;0;0;0;0;0;n/d
19/03/2017;16;0;0;0;0;0;n/d
19/03/2017;17;0;0;0;0;0;n/d
19/03/2017;18;0;0;0;0;0;n/d
19/03/2017;19;0;0;0;0;0;n/d
19/03/2017;20;0;1;0;0;1;n/d
19/03/2017;21;0;0;0;0;1;n/d
19/03/2017;22;0;0;0;0;0;n/d
19/03/2017;23;0;0;1;0;0;n/d
19/03/2017;24;0;0;0;0;0;n/d
20/03/2017;1;0;0;0;0;0;n/d
20/03/2017;2;0;0;0;0;0;n/d
20/03/2017;3;0;0;0;0;0;n/d
20/03/2017;4;0;0;0;0;0;n/d
20/03/2017;5;0;0;0;0;0;n/d
20/03/2017;6;0;0;0;0;0;n/d
20/03/2017;7;0;0;1;0;0;n/d
20/03/2017;8;0;0;1;0;1;n/d
20/03/2017;9;0;0;1;0;1;n/d
20/03/2017;10;0;0;0;n/d;0;n/d
20/03/2017;11;0;n/d;0;0;0;n/d
20/03/2017;12;0;0;0;0;0;n/d
20/03/2017;13;0;0;0;0;0;n/d
20/03/2017;14;0;0;0;0;0;n/d
20/03/2017;15;0;0;0;0;0;n/d
20/03/2017;16;0;0;0;0;0;n/d
20/03/2017;17;0;0;1;0;1;n/d
20/03/2017;18;0;1;1;0;1;n/d
20/03/2017;19;0;1;1;0;1;n/d
20/03/2017;20;0;0;0;0;0;n/d
20/03/2017;21;0;0;0;0;0;n/d
20/03/2017;22;0;0;0;0;0;n/d
20/03/2017;23;0;0;0;0;0;n/d
20/03/2017;24;0;0;0;0;0;n/d
21/03/2017;1;0;0;0;0;0;n/d
21/03/2017;2;0;0;0;0;0;n/d
21/03/2017;3;0;0;0;0;0;n/d
21/03/2017;4;0;0;0;0;0;n/d
21/03/2017;5;0;0;0;0;0;n/d
21/03/2017;6;0;0;0;0;0;n/d
21/03/2017;7;0;1;1;0;0;n/d
21/03/2017;8;0;1;1;0;1;n/d
21/03/2017;9;0;1;1;0;1;n/d
21/03/2017;10;0;0;1;0;1;n/d
21/03/2017;11;0;0;1;0;1;n/d
21/03/2017;12;0;0;1;0;1;n/d
21/03/2017;13;0;0;0;0;0;n/d
21/03/2017;14;0;0;1;0;0;n/d
21/03/2017;15;0;0;0;0;0;n/d
21/03/2017;16;0;1;1;0;1;n/d
21/03/2017;17;0;1;1;0;1;n/d
21/03/2017;18;0;1;1;0;1;n/d
21/03/2017;19;0;1;1;0;1;n/d
21/03/2017;20;0;1;1;0;1;n/d
21/03/2017;21;0;1;1;0;1;n/d
21/03/2017;22;0;1;1;0;1;n/d
21/03/2017;23;0;0;0;1;0;n/d
21/03/2017;24;0;0;0;1;0;n/d
22/03/2017;1;0;0;0;0;0;n/d
22/03/2017;2;0;0;0;0;0;n/d
22/03/2017;3;0;0;0;0;0;n/d
22/03/2017;4;0;0;0;0;0;n/d
22/03/2017;5;0;0;0;0;0;n/d
22/03/2017;6;0;0;0;0;0;n/d
22/03/2017;7;0;1;0;0;0;n/d
22/03/2017;8;0;1;1;0;1;n/d
22/03/2017;9;0;1;1;0;1;n/d
22/03/2017;10;0;0;0;0;0;n/d
22/03/2017;11;0;0;0;0;0;n/d
22/03/2017;12;0;0;0;0;0;n/d
22/03/2017;13;0;0;0;0;0;n/d
22/03/2017;14;0;0;0;0;0;n/d
22/03/2017;15;0;0;0;0;0;n/d
22/03/2017;16;0;0;0;0;1;n/d
22/03/2017;17;0;0;1;0;1;n/d
22/03/2017;18;0;0;0;0;1;n/d
22/03/2017;19;0;0;1;0;1;n/d
22/03/2017;20;0;0;1;0;1;n/d
22/03/2017;21;0;0;1;0;1;n/d
22/03/2017;22;0;0;1;0;1;n/d
22/03/2017;23;0;0;1;0;0;n/d
22/03/2017;24;0;0;0;0;0;n/d
23/03/2017;1;0;0;0;0;0;n/d
23/03/2017;2;0;0;0;0;0;n/d
23/03/2017;3;0;0;0;0;0;n/d
23/03/2017;4;0;0;0;0;0;n/d
23/03/2017;5;0;0;0;0;0;n/d
23/03/2017;6;0;0;0;0;0;n/d
23/03/2017;7;0;0;1;0;1;n/d
23/03/2017;8;0;1;1;0;1;n/d
23/03/2017;9;0;0;1;0;1;n/d
23/03/2017;10;0;0;0;0;1;n/d
23/03/2017;11;0;0;0;0;1;n/d
23/03/2017;12;0;0;0;0;1;n/d
23/03/2017;13;0;0;0;0;1;n/d
23/03/2017;14;0;0;0;0;1;n/d
23/03/2017;15;0;0;0;0;1;n/d
23/03/2017;16;0;0;0;0;1;n/d
23/03/2017;17;0;0;1;0;1;n/d
23/03/2017;18;0;0;1;0;1;n/d
23/03/2017;19;0;1;1;0;1;n/d
23/03/2017;20;0;0;1;0;1;n/d
23/03/2017;21;0;0;0;0;1;n/d
23/03/2017;22;n/d;0;0;0;1;n/d
23/03/2017;23;n/d;0;1;0;1;n/d
23/03/2017;24;n/d;0;0;0;0;n/d
24/03/2017;1;n/d;0;0;0;0;n/d
24/03/2017;2;n/d;0;0;0;0;n/d
24/03/2017;3;n/d;0;0;0;0;n/d
24/03/2017;4;n/d;0;0;0;0;n/d
24/03/2017;5;n/d;0;0;0;0;n/d
24/03/2017;6;n/d;0;0;0;0;n/d
24/03/2017;7;n/d;0;1;0;1;n/d
24/03/2017;8;n/d;1;1;0;1;n/d
24/03/2017;9;n/d;1;1;0;1;n/d
24/03/2017;10;n/d;0;1;0;1;n/d
24/03/2017;11;n/d;0;1;0;1;n/d
24/03/2017;12;n/d;0;1;0;0;n/d
24/03/2017;13;n/d;0;0;0;1;n/d
24/03/2017;14;n/d;0;0;0;1;n/d
24/03/2017;15;n/d;0;1;0;1;n/d
24/03/2017;16;n/d;0;1;0;1;n/d
24/03/2017;17;n/d;0;1;0;1;n/d
24/03/2017;18;n/d;0;1;0;1;n/d
24/03/2017;19;n/d;1;1;0;1;n/d
24/03/2017;20;n/d;1;1;1;1;n/d
24/03/2017;21;n/d;0;1;0;1;n/d
24/03/2017;22;n/d;0;0;0;1;n/d
24/03/2017;23;n/d;0;0;0;0;n/d
24/03/2017;24;n/d;0;0;0;0;n/d
25/03/2017;1;n/d;0;0;0;0;n/d
25/03/2017;2;n/d;0;0;0;0;n/d
25/03/2017;3;n/d;0;0;0;0;n/d
25/03/2017;4;n/d;0;0;0;0;n/d
25/03/2017;5;n/d;0;0;0;0;n/d
25/03/2017;6;n/d;0;0;0;0;n/d
25/03/2017;7;n/d;0;0;0;0;n/d
25/03/2017;8;n/d;0;0;0;0;n/d
25/03/2017;9;n/d;0;1;0;0;n/d
25/03/2017;10;n/d;0;1;0;0;n/d
25/03/2017;11;n/d;0;1;0;0;n/d
25/03/2017;12;n/d;0;1;0;0;n/d
25/03/2017;13;n/d;0;0;0;0;n/d
25/03/2017;14;n/d;0;0;0;0;n/d
25/03/2017;15;n/d;0;0;0;0;n/d
25/03/2017;16;n/d;0;1;0;0;n/d
25/03/2017;17;n/d;0;1;0;0;n/d
25/03/2017;18;n/d;0;1;0;0;n/d
25/03/2017;19;n/d;0;0;0;1;n/d
25/03/2017;20;n/d;0;1;0;1;n/d
25/03/2017;21;n/d;0;1;0;0;n/d
